Interval End,kWh,kVA,PF,kW
Fri 28 Oct 2011 16:00,48.112,100.287,0.96,96.224
Fri 28 Oct 2011 16:30,47.152,98.22,0.96,94.304
Fri 28 Oct 2011 17:00,43.44,90.664,0.96,86.88
Fri 28 Oct 2011 17:30,40.8,84.782,0.96,81.6
Fri 28 Oct 2011 18:00,39.888,82.411,0.97,79.776
Fri 28 Oct 2011 18:30,37.232,76.508,0.97,74.464
Fri 28 Oct 2011 19:00,36.848,75.622,0.97,73.696
Fri 28 Oct 2011 19:30,35.616,73.085,0.97,71.232
Fri 28 Oct 2011 20:00,34.88,71.564,0.97,69.76
Fri 28 Oct 2011 20:30,29.264,59.072,0.99,58.528
Fri 28 Oct 2011 21:00,36.992,75.497,0.98,73.984
Fri 28 Oct 2011 21:30,30.032,60.418,0.99,60.064
Fri 28 Oct 2011 22:00,34.176,69.606,0.98,68.352
Fri 28 Oct 2011 22:30,28.976,58.263,0.99,57.952
Fri 28 Oct 2011 23:00,32.16,65.489,0.98,64.32
Fri 28 Oct 2011 23:30,31.184,63.088,0.99,62.368
Sat 29 Oct 2011 00:00,31.792,64.309,0.99,63.584
Sat 29 Oct 2011 00:30,31.008,62.845,0.99,62.016
Sat 29 Oct 2011 01:00,28.864,58.212,0.99,57.728
Sat 29 Oct 2011 01:30,30.592,61.782,0.99,61.184
Sat 29 Oct 2011 02:00,25.664,51.694,0.99,51.328
Sat 29 Oct 2011 02:30,28.736,58.211,0.99,57.472
Sat 29 Oct 2011 03:00,23.6,47.48,0.99,47.2
Sat 29 Oct 2011 03:30,28.416,57.524,0.99,56.832
Sat 29 Oct 2011 04:00,23.168,46.517,1.00,46.336
Sat 29 Oct 2011 04:30,27.488,55.546,0.99,54.976
Sat 29 Oct 2011 05:00,23.984,48.297,0.99,47.968
Sat 29 Oct 2011 05:30,26.272,53.112,0.99,52.544
Sat 29 Oct 2011 06:00,25.712,51.821,0.99,51.424
Sat 29 Oct 2011 06:30,24.944,50.305,0.99,49.888
Sat 29 Oct 2011 07:00,23.424,47.292,0.99,46.848
Sat 29 Oct 2011 07:30,20.976,42.32,0.99,41.952
Sat 29 Oct 2011 08:00,25.12,50.753,0.99,50.24
Sat 29 Oct 2011 08:30,20.176,40.68,0.99,40.352
Sat 29 Oct 2011 09:00,26.448,53.432,0.99,52.896
Sat 29 Oct 2011 09:30,22.912,46.226,0.99,45.824
Sat 29 Oct 2011 10:00,29.36,59.449,0.99,58.72
Sat 29 Oct 2011 10:30,25.184,50.711,0.99,50.368
Sat 29 Oct 2011 11:00,31.136,63.183,0.99,62.272
Sat 29 Oct 2011 11:30,27.296,55.203,0.99,54.592
Sat 29 Oct 2011 12:00,28.688,58.147,0.99,57.376
Sat 29 Oct 2011 12:30,29.792,60.749,0.98,59.584
Sat 29 Oct 2011 13:00,25.424,51.203,0.99,50.848
Sat 29 Oct 2011 13:30,32.,65.795,0.97,64.
Sat 29 Oct 2011 14:00,33.84,69.627,0.97,67.68
Sat 29 Oct 2011 14:30,34.256,70.474,0.97,68.512
Sat 29 Oct 2011 15:00,34.384,70.76,0.97,68.768
Sat 29 Oct 2011 15:30,35.296,72.699,0.97,70.592
Sat 29 Oct 2011 16:00,35.488,73.133,0.97,70.976
Sat 29 Oct 2011 16:30,34.592,71.372,0.97,69.184
Sat 29 Oct 2011 17:00,34.672,71.519,0.97,69.344
Sat 29 Oct 2011 17:30,36.272,75.371,0.96,72.544
Sat 29 Oct 2011 18:00,38.352,79.971,0.96,76.704
Sat 29 Oct 2011 18:30,34.384,70.859,0.97,68.768
Sat 29 Oct 2011 19:00,35.056,72.225,0.97,70.112
Sat 29 Oct 2011 19:30,34.432,70.999,0.97,68.864
Sat 29 Oct 2011 20:00,34.512,71.178,0.97,69.024
Sat 29 Oct 2011 20:30,35.888,73.918,0.97,71.776
Sat 29 Oct 2011 21:00,32.4,65.512,0.99,64.8
Sat 29 Oct 2011 21:30,34.224,70.074,0.98,68.448
Sat 29 Oct 2011 22:00,28.688,57.649,1.00,57.376
Sat 29 Oct 2011 22:30,31.664,64.272,0.99,63.328
Sat 29 Oct 2011 23:00,28.816,57.929,0.99,57.632
Sat 29 Oct 2011 23:30,31.376,63.772,0.98,62.752
Sun 30 Oct 2011 00:00,27.984,56.297,0.99,55.968
Sun 30 Oct 2011 00:30,30.64,62.083,0.99,61.28
Sun 30 Oct 2011 01:00,28.096,56.655,0.99,56.192
Sun 30 Oct 2011 01:30,29.84,60.288,0.99,59.68
Sun 30 Oct 2011 02:00,28.208,56.923,0.99,56.416
Sun 30 Oct 2011 02:30,27.44,55.393,0.99,54.88
Sun 30 Oct 2011 03:00,27.36,55.349,0.99,54.72
Sun 30 Oct 2011 03:30,26.,52.362,0.99,52.
Sun 30 Oct 2011 04:00,27.536,55.822,0.99,55.072
Sun 30 Oct 2011 04:30,24.272,48.784,1.00,48.544
Sun 30 Oct 2011 05:00,28.384,57.639,0.98,56.768
Sun 30 Oct 2011 05:30,22.608,45.447,0.99,45.216
Sun 30 Oct 2011 06:00,28.976,58.597,0.99,57.952
Sun 30 Oct 2011 06:30,21.888,44.049,0.99,43.776
Sun 30 Oct 2011 07:00,27.008,54.596,0.99,54.016
Sun 30 Oct 2011 07:30,22.592,45.495,0.99,45.184
Sun 30 Oct 2011 08:00,24.08,48.613,0.99,48.16
Sun 30 Oct 2011 08:30,22.288,45.029,0.99,44.576
Sun 30 Oct 2011 09:00,23.904,48.243,0.99,47.808
Sun 30 Oct 2011 09:30,24.912,50.342,0.99,49.824
Sun 30 Oct 2011 10:00,27.264,55.098,0.99,54.528
Sun 30 Oct 2011 10:30,25.904,52.388,0.99,51.808
Sun 30 Oct 2011 11:00,29.184,59.081,0.99,58.368
Sun 30 Oct 2011 11:30,28.448,57.358,0.99,56.896
Sun 30 Oct 2011 12:00,34.096,69.319,0.98,68.192
Sun 30 Oct 2011 12:30,31.392,63.398,0.99,62.784
Sun 30 Oct 2011 13:00,36.144,74.1,0.98,72.288
Sun 30 Oct 2011 13:30,32.128,64.843,0.99,64.256
Sun 30 Oct 2011 14:00,34.272,70.322,0.97,68.544
Sun 30 Oct 2011 14:30,35.2,72.224,0.97,70.4
Sun 30 Oct 2011 15:00,31.984,64.615,0.99,63.968
Sun 30 Oct 2011 15:30,36.064,73.937,0.98,72.128
Sun 30 Oct 2011 16:00,33.84,68.798,0.98,67.68
Sun 30 Oct 2011 16:30,33.44,68.161,0.98,66.88
Sun 30 Oct 2011 17:00,35.312,72.5,0.97,70.624
Sun 30 Oct 2011 17:30,35.584,73.015,0.97,71.168
Sun 30 Oct 2011 18:00,29.664,59.945,0.99,59.328
Sun 30 Oct 2011 18:30,33.712,69.102,0.98,67.424
Sun 30 Oct 2011 19:00,30.72,62.185,0.99,61.44
Sun 30 Oct 2011 19:30,31.552,64.229,0.98,63.104
Sun 30 Oct 2011 20:00,31.568,64.178,0.98,63.136
Sun 30 Oct 2011 20:30,32.128,65.027,0.99,64.256
Sun 30 Oct 2011 21:00,34.176,69.546,0.98,68.352
Sun 30 Oct 2011 21:30,29.504,59.379,0.99,59.008
Sun 30 Oct 2011 22:00,31.456,63.602,0.99,62.912
Sun 30 Oct 2011 22:30,30.144,60.728,0.99,60.288
Sun 30 Oct 2011 23:00,31.392,63.288,0.99,62.784
Sun 30 Oct 2011 23:30,31.776,64.014,0.99,63.552
Mon 31 Oct 2011 00:00,30.912,62.206,0.99,61.824
Mon 31 Oct 2011 00:30,33.488,68.105,0.98,66.976
Mon 31 Oct 2011 01:00,31.248,63.117,0.99,62.496
Mon 31 Oct 2011 01:30,34.416,70.157,0.98,68.832
Mon 31 Oct 2011 02:00,30.96,62.312,0.99,61.92
Mon 31 Oct 2011 02:30,34.224,69.849,0.98,68.448
Mon 31 Oct 2011 03:00,29.392,59.072,1.00,58.784
Mon 31 Oct 2011 03:30,34.416,70.504,0.98,68.832
Mon 31 Oct 2011 04:00,26.896,54.083,0.99,53.792
Mon 31 Oct 2011 04:30,32.672,66.574,0.98,65.344
Mon 31 Oct 2011 05:00,26.768,53.869,0.99,53.536
Mon 31 Oct 2011 05:30,32.96,66.936,0.98,65.92
Mon 31 Oct 2011 06:00,26.096,52.343,1.00,52.192
Mon 31 Oct 2011 06:30,31.216,63.324,0.99,62.432
Mon 31 Oct 2011 07:00,26.88,53.941,1.00,53.76
Mon 31 Oct 2011 07:30,31.392,63.838,0.98,62.784
Mon 31 Oct 2011 08:00,23.824,47.838,1.00,47.648
Mon 31 Oct 2011 08:30,32.24,65.623,0.98,64.48
Mon 31 Oct 2011 09:00,29.968,60.128,1.00,59.936
Mon 31 Oct 2011 09:30,37.984,78.271,0.97,75.968
Mon 31 Oct 2011 10:00,34.368,69.439,0.99,68.736
Mon 31 Oct 2011 10:30,42.816,88.032,0.97,85.632
Mon 31 Oct 2011 11:00,38.768,78.504,0.99,77.536
Mon 31 Oct 2011 11:30,44.112,91.199,0.97,88.224
Mon 31 Oct 2011 12:00,44.176,91.179,0.97,88.352
Mon 31 Oct 2011 12:30,45.216,93.457,0.97,90.432
Mon 31 Oct 2011 13:00,48.512,101.439,0.96,97.024
Mon 31 Oct 2011 13:30,51.584,108.325,0.95,103.168
Mon 31 Oct 2011 14:00,46.448,96.141,0.97,92.896
Mon 31 Oct 2011 14:30,53.744,112.409,0.96,107.488
Mon 31 Oct 2011 15:00,54.8,114.786,0.95,109.6
Mon 31 Oct 2011 15:30,46.96,97.246,0.97,93.92
Mon 31 Oct 2011 16:00,55.504,116.989,0.95,111.008
Mon 31 Oct 2011 16:30,53.888,113.28,0.95,107.776
Mon 31 Oct 2011 17:00,43.984,91.259,0.96,87.968
Mon 31 Oct 2011 17:30,42.48,88.147,0.96,84.96
Mon 31 Oct 2011 18:00,46.688,98.573,0.95,93.376
Mon 31 Oct 2011 18:30,36.48,75.428,0.97,72.96
Mon 31 Oct 2011 19:00,35.088,72.436,0.97,70.176
Mon 31 Oct 2011 19:30,34.128,70.195,0.97,68.256
Mon 31 Oct 2011 20:00,34.192,70.549,0.97,68.384
Mon 31 Oct 2011 20:30,38.144,78.483,0.97,76.288
Mon 31 Oct 2011 21:00,38.304,78.847,0.97,76.608
Mon 31 Oct 2011 21:30,38.096,78.504,0.97,76.192
Mon 31 Oct 2011 22:00,33.408,67.722,0.99,66.816
Mon 31 Oct 2011 22:30,34.848,71.188,0.98,69.696
Mon 31 Oct 2011 23:00,31.12,62.794,0.99,62.24
Mon 31 Oct 2011 23:30,33.44,68.017,0.98,66.88
Tue 01 Nov 2011 00:00,29.632,59.658,0.99,59.264
