Interval End,kWh,kVA,PF,kW
Wed 19 Oct 2011 20:30,37.808,76.681,0.99,75.616
Wed 19 Oct 2011 21:00,34.832,69.902,1.00,69.664
Wed 19 Oct 2011 21:30,37.872,77.26,0.98,75.744
Wed 19 Oct 2011 22:00,32.736,65.803,0.99,65.472
Wed 19 Oct 2011 22:30,35.088,71.216,0.99,70.176
Wed 19 Oct 2011 23:00,31.152,62.745,0.99,62.304
Wed 19 Oct 2011 23:30,31.792,64.155,0.99,63.584
Thu 20 Oct 2011 00:00,31.488,63.435,0.99,62.976
Thu 20 Oct 2011 00:30,30.784,61.783,1.00,61.568
Thu 20 Oct 2011 01:00,31.936,64.367,0.99,63.872
Thu 20 Oct 2011 01:30,27.6,55.44,1.00,55.2
Thu 20 Oct 2011 02:00,25.632,51.376,1.00,51.264
Thu 20 Oct 2011 02:30,28.016,56.437,0.99,56.032
Thu 20 Oct 2011 03:00,25.056,50.269,1.00,50.112
Thu 20 Oct 2011 03:30,28.512,57.552,0.99,57.024
Thu 20 Oct 2011 04:00,29.536,59.586,0.99,59.072
Thu 20 Oct 2011 04:30,25.136,50.452,1.00,50.272
Thu 20 Oct 2011 05:00,28.016,56.596,0.99,56.032
Thu 20 Oct 2011 05:30,28.176,56.576,1.00,56.352
Thu 20 Oct 2011 06:00,30.672,61.747,0.99,61.344
Thu 20 Oct 2011 06:30,26.336,52.714,1.00,52.672
Thu 20 Oct 2011 07:00,31.648,63.715,0.99,63.296
Thu 20 Oct 2011 07:30,24.368,48.829,1.00,48.736
Thu 20 Oct 2011 08:00,30.832,62.227,0.99,61.664
Thu 20 Oct 2011 08:30,28.8,57.833,1.00,57.6
Thu 20 Oct 2011 09:00,34.32,69.304,0.99,68.64
Thu 20 Oct 2011 09:30,39.6,80.825,0.98,79.2
Thu 20 Oct 2011 10:00,44.752,92.319,0.97,89.504
Thu 20 Oct 2011 10:30,38.496,78.156,0.99,76.992
Thu 20 Oct 2011 11:00,42.272,87.577,0.97,84.544
Thu 20 Oct 2011 11:30,40.64,82.713,0.98,81.28
Thu 20 Oct 2011 12:00,45.456,94.01,0.97,90.912
Thu 20 Oct 2011 12:30,39.824,81.335,0.98,79.648
Thu 20 Oct 2011 13:00,37.216,75.256,0.99,74.432
Thu 20 Oct 2011 13:30,42.56,87.921,0.97,85.12
Thu 20 Oct 2011 14:00,37.824,76.855,0.98,75.648
Thu 20 Oct 2011 14:30,48.368,100.796,0.96,96.736
Thu 20 Oct 2011 15:00,44.528,91.402,0.97,89.056
Thu 20 Oct 2011 15:30,43.376,89.203,0.97,86.752
Thu 20 Oct 2011 16:00,44.784,92.597,0.97,89.568
Thu 20 Oct 2011 16:30,43.136,88.545,0.97,86.272
Thu 20 Oct 2011 17:00,45.28,94.375,0.96,90.56
Thu 20 Oct 2011 17:30,35.392,71.71,0.99,70.784
Thu 20 Oct 2011 18:00,38.88,80.315,0.97,77.76
Thu 20 Oct 2011 18:30,32.56,65.847,0.99,65.12
Thu 20 Oct 2011 19:00,35.152,72.412,0.97,70.304
Thu 20 Oct 2011 19:30,33.584,68.425,0.98,67.168
Thu 20 Oct 2011 20:00,30.832,62.679,0.98,61.664
Thu 20 Oct 2011 20:30,34.48,70.313,0.98,68.96
Thu 20 Oct 2011 21:00,32.56,65.801,0.99,65.12
Thu 20 Oct 2011 21:30,35.616,72.489,0.98,71.232
Thu 20 Oct 2011 22:00,32.336,65.213,0.99,64.672
Thu 20 Oct 2011 22:30,31.584,63.837,0.99,63.168
Thu 20 Oct 2011 23:00,31.04,62.439,0.99,62.08
Thu 20 Oct 2011 23:30,32.864,66.43,0.99,65.728
Fri 21 Oct 2011 00:00,30.656,61.787,0.99,61.312
Fri 21 Oct 2011 00:30,29.232,59.004,0.99,58.464
Fri 21 Oct 2011 01:00,28.624,57.727,0.99,57.248
Fri 21 Oct 2011 01:30,27.328,55.075,0.99,54.656
Fri 21 Oct 2011 02:00,29.632,59.868,0.99,59.264
Fri 21 Oct 2011 02:30,26.08,52.436,0.99,52.16
Fri 21 Oct 2011 03:00,30.24,61.14,0.99,60.48
Fri 21 Oct 2011 03:30,23.824,47.832,1.00,47.648
Fri 21 Oct 2011 04:00,29.072,58.845,0.99,58.144
Fri 21 Oct 2011 04:30,25.84,51.989,0.99,51.68
Fri 21 Oct 2011 05:00,27.52,55.578,0.99,55.04
Fri 21 Oct 2011 05:30,28.56,57.643,0.99,57.12
Fri 21 Oct 2011 06:00,27.52,55.375,0.99,55.04
Fri 21 Oct 2011 06:30,31.648,64.059,0.99,63.296
Fri 21 Oct 2011 07:00,27.04,54.54,0.99,54.08
Fri 21 Oct 2011 07:30,32.064,65.319,0.98,64.128
Fri 21 Oct 2011 08:00,29.84,59.899,1.00,59.68
Fri 21 Oct 2011 08:30,37.632,76.803,0.98,75.264
Fri 21 Oct 2011 09:00,33.584,67.588,0.99,67.168
Fri 21 Oct 2011 09:30,43.088,88.92,0.97,86.176
Fri 21 Oct 2011 10:00,39.6,80.633,0.98,79.2
Fri 21 Oct 2011 10:30,43.68,89.75,0.97,87.36
Fri 21 Oct 2011 11:00,42.656,87.194,0.98,85.312
Fri 21 Oct 2011 11:30,47.328,97.659,0.97,94.656
Fri 21 Oct 2011 12:00,59.52,123.366,0.96,119.04
Fri 21 Oct 2011 12:30,56.72,116.471,0.97,113.44
Fri 21 Oct 2011 13:00,56.192,115.712,0.97,112.384
Fri 21 Oct 2011 13:30,47.008,96.221,0.98,94.016
Fri 21 Oct 2011 14:00,45.664,94.035,0.97,91.328
Fri 21 Oct 2011 14:30,41.28,83.823,0.98,82.56
Fri 21 Oct 2011 15:00,45.312,92.743,0.98,90.624
Fri 21 Oct 2011 15:30,42.912,87.368,0.98,85.824
Fri 21 Oct 2011 16:00,43.52,88.878,0.98,87.04
Fri 21 Oct 2011 16:30,42.8,87.515,0.98,85.6
Fri 21 Oct 2011 17:00,38.72,78.821,0.98,77.44
Fri 21 Oct 2011 17:30,38.928,80.204,0.97,77.856
Fri 21 Oct 2011 18:00,32.016,64.518,0.99,64.032
Fri 21 Oct 2011 18:30,37.104,75.774,0.98,74.208
Fri 21 Oct 2011 19:00,32.912,66.502,0.99,65.824
Fri 21 Oct 2011 19:30,33.088,67.199,0.98,66.176
Fri 21 Oct 2011 20:00,35.056,71.011,0.99,70.112
Fri 21 Oct 2011 20:30,31.072,62.571,0.99,62.144
Fri 21 Oct 2011 21:00,36.736,74.703,0.98,73.472
Fri 21 Oct 2011 21:30,32.096,64.417,1.00,64.192
Fri 21 Oct 2011 22:00,35.92,72.971,0.98,71.84
Fri 21 Oct 2011 22:30,29.856,59.998,1.00,59.712
Fri 21 Oct 2011 23:00,29.632,59.836,0.99,59.264
Fri 21 Oct 2011 23:30,29.792,60.145,0.99,59.584
Sat 22 Oct 2011 00:00,27.568,55.525,0.99,55.136
Sat 22 Oct 2011 00:30,31.056,62.825,0.99,62.112
Sat 22 Oct 2011 01:00,27.056,54.311,1.00,54.112
Sat 22 Oct 2011 01:30,29.776,60.157,0.99,59.552
Sat 22 Oct 2011 02:00,27.648,55.629,0.99,55.296
Sat 22 Oct 2011 02:30,29.36,59.2,0.99,58.72
Sat 22 Oct 2011 03:00,28.432,57.326,0.99,56.864
Sat 22 Oct 2011 03:30,26.512,53.424,0.99,53.024
Sat 22 Oct 2011 04:00,26.736,53.981,0.99,53.472
Sat 22 Oct 2011 04:30,24.784,49.928,0.99,49.568
Sat 22 Oct 2011 05:00,27.552,55.682,0.99,55.104
Sat 22 Oct 2011 05:30,23.232,46.689,1.00,46.464
Sat 22 Oct 2011 06:00,28.304,57.148,0.99,56.608
Sat 22 Oct 2011 06:30,23.024,46.208,1.00,46.048
Sat 22 Oct 2011 07:00,27.168,54.881,0.99,54.336
Sat 22 Oct 2011 07:30,20.928,42.172,0.99,41.856
Sat 22 Oct 2011 08:00,23.744,47.917,0.99,47.488
Sat 22 Oct 2011 08:30,21.968,44.391,0.99,43.936
Sat 22 Oct 2011 09:00,23.52,47.554,0.99,47.04
Sat 22 Oct 2011 09:30,23.152,46.785,0.99,46.304
Sat 22 Oct 2011 10:00,24.208,48.841,0.99,48.416
Sat 22 Oct 2011 10:30,24.784,50.017,0.99,49.568
Sat 22 Oct 2011 11:00,23.984,48.279,0.99,47.968
Sat 22 Oct 2011 11:30,26.688,54.123,0.99,53.376
Sat 22 Oct 2011 12:00,24.672,49.609,0.99,49.344
Sat 22 Oct 2011 12:30,29.056,58.991,0.99,58.112
Sat 22 Oct 2011 13:00,24.432,49.169,0.99,48.864
Sat 22 Oct 2011 13:30,29.68,60.231,0.99,59.36
Sat 22 Oct 2011 14:00,24.08,48.421,0.99,48.16
Sat 22 Oct 2011 14:30,31.6,64.253,0.98,63.2
Sat 22 Oct 2011 15:00,26.896,54.057,1.00,53.792
Sat 22 Oct 2011 15:30,32.304,65.889,0.98,64.608
Sat 22 Oct 2011 16:00,26.608,53.607,0.99,53.216
Sat 22 Oct 2011 16:30,32.576,66.649,0.98,65.152
Sat 22 Oct 2011 17:00,27.248,54.982,0.99,54.496
Sat 22 Oct 2011 17:30,32.48,66.284,0.98,64.96
Sat 22 Oct 2011 18:00,28.32,57.108,0.99,56.64
Sat 22 Oct 2011 18:30,30.832,62.684,0.98,61.664
Sat 22 Oct 2011 19:00,25.984,52.345,0.99,51.968
Sat 22 Oct 2011 19:30,29.76,60.362,0.99,59.52
Sat 22 Oct 2011 20:00,25.968,52.298,0.99,51.936
Sat 22 Oct 2011 20:30,33.68,68.466,0.98,67.36
Sat 22 Oct 2011 21:00,28.608,57.372,1.00,57.216
Sat 22 Oct 2011 21:30,33.088,67.296,0.98,66.176
Sat 22 Oct 2011 22:00,27.456,55.005,1.00,54.912
Sat 22 Oct 2011 22:30,31.808,64.43,0.99,63.616
Sat 22 Oct 2011 23:00,28.944,58.158,1.00,57.888
Sat 22 Oct 2011 23:30,31.056,63.058,0.99,62.112
Sun 23 Oct 2011 00:00,30.464,61.308,0.99,60.928
Sun 23 Oct 2011 00:30,31.712,63.923,0.99,63.424
Sun 23 Oct 2011 01:00,29.504,59.375,0.99,59.008
Sun 23 Oct 2011 01:30,29.36,59.107,0.99,58.72
Sun 23 Oct 2011 02:00,29.088,58.62,0.99,58.176
Sun 23 Oct 2011 02:30,27.536,55.353,0.99,55.072
Sun 23 Oct 2011 03:00,29.552,59.813,0.99,59.104
Sun 23 Oct 2011 03:30,23.824,47.849,1.00,47.648
Sun 23 Oct 2011 04:00,27.936,56.541,0.99,55.872
Sun 23 Oct 2011 04:30,23.92,48.103,0.99,47.84
Sun 23 Oct 2011 05:00,27.84,56.327,0.99,55.68
Sun 23 Oct 2011 05:30,24.528,49.416,0.99,49.056
Sun 23 Oct 2011 06:00,24.736,49.852,0.99,49.472
Sun 23 Oct 2011 06:30,26.512,53.44,0.99,53.024
Sun 23 Oct 2011 07:00,22.8,45.908,0.99,45.6
Sun 23 Oct 2011 07:30,24.416,49.301,0.99,48.832
Sun 23 Oct 2011 08:00,19.104,38.545,0.99,38.208
Sun 23 Oct 2011 08:30,25.84,52.128,0.99,51.68
Sun 23 Oct 2011 09:00,21.792,43.984,0.99,43.584
Sun 23 Oct 2011 09:30,25.12,50.809,0.99,50.24
Sun 23 Oct 2011 10:00,24.304,49.134,0.99,48.608
Sun 23 Oct 2011 10:30,23.888,48.165,0.99,47.776
Sun 23 Oct 2011 11:00,26.848,54.487,0.99,53.696
Sun 23 Oct 2011 11:30,23.872,48.13,0.99,47.744
Sun 23 Oct 2011 12:00,30.352,61.824,0.98,60.704
Sun 23 Oct 2011 12:30,26.384,53.025,1.00,52.768
Sun 23 Oct 2011 13:00,32.64,67.107,0.97,65.28
Sun 23 Oct 2011 13:30,27.92,56.235,0.99,55.84
Sun 23 Oct 2011 14:00,32.912,67.658,0.97,65.824
Sun 23 Oct 2011 14:30,28.848,58.086,0.99,57.696
Sun 23 Oct 2011 15:00,32.304,66.491,0.97,64.608
Sun 23 Oct 2011 15:30,33.216,68.243,0.97,66.432
Sun 23 Oct 2011 16:00,33.008,67.808,0.97,66.016
Sun 23 Oct 2011 16:30,32.144,66.06,0.97,64.288
Sun 23 Oct 2011 17:00,32.608,66.957,0.97,65.216
Sun 23 Oct 2011 17:30,32.464,66.59,0.98,64.928
Sun 23 Oct 2011 18:00,33.04,67.842,0.97,66.08
Sun 23 Oct 2011 18:30,32.976,67.798,0.97,65.952
Sun 23 Oct 2011 19:00,30.208,61.481,0.98,60.416
Sun 23 Oct 2011 19:30,29.072,59.136,0.98,58.144
Sun 23 Oct 2011 20:00,30.56,62.126,0.98,61.12
Sun 23 Oct 2011 20:30,30.608,62.035,0.99,61.216
Sun 23 Oct 2011 21:00,30.224,60.879,0.99,60.448
Sun 23 Oct 2011 21:30,31.36,63.525,0.99,62.72
Sun 23 Oct 2011 22:00,25.84,51.771,1.00,51.68
Sun 23 Oct 2011 22:30,30.496,61.743,0.99,60.992
Sun 23 Oct 2011 23:00,26.128,52.358,1.00,52.256
Sun 23 Oct 2011 23:30,30.448,61.524,0.99,60.896
Mon 24 Oct 2011 00:00,25.792,51.898,0.99,51.584
Mon 24 Oct 2011 00:30,27.952,56.288,0.99,55.904
Mon 24 Oct 2011 01:00,28.64,57.776,0.99,57.28
Mon 24 Oct 2011 01:30,28.368,57.054,0.99,56.736
Mon 24 Oct 2011 02:00,29.92,60.356,0.99,59.84
Mon 24 Oct 2011 02:30,25.248,50.616,1.00,50.496
Mon 24 Oct 2011 03:00,30.368,61.286,0.99,60.736
Mon 24 Oct 2011 03:30,25.952,52.046,1.00,51.904
Mon 24 Oct 2011 04:00,29.264,58.935,0.99,58.528
Mon 24 Oct 2011 04:30,25.968,52.194,1.00,51.936
Mon 24 Oct 2011 05:00,27.408,55.159,0.99,54.816
Mon 24 Oct 2011 05:30,30.176,60.714,0.99,60.352
Mon 24 Oct 2011 06:00,28.,56.132,1.00,56.
Mon 24 Oct 2011 06:30,32.928,66.412,0.99,65.856
Mon 24 Oct 2011 07:00,26.192,52.45,1.00,52.384
Mon 24 Oct 2011 07:30,29.856,60.338,0.99,59.712
Mon 24 Oct 2011 08:00,25.616,51.411,1.00,51.232
Mon 24 Oct 2011 08:30,26.112,52.675,0.99,52.224
Mon 24 Oct 2011 09:00,26.4,53.186,0.99,52.8
Mon 24 Oct 2011 09:30,25.792,51.894,0.99,51.584
Mon 24 Oct 2011 10:00,28.368,57.516,0.99,56.736
Mon 24 Oct 2011 10:30,27.024,54.375,0.99,54.048
Mon 24 Oct 2011 11:00,32.256,65.99,0.98,64.512
Mon 24 Oct 2011 11:30,28.416,57.224,0.99,56.832
Mon 24 Oct 2011 12:00,35.312,72.5,0.97,70.624
Mon 24 Oct 2011 12:30,29.712,60.008,0.99,59.424
Mon 24 Oct 2011 13:00,33.952,70.092,0.97,67.904
Mon 24 Oct 2011 13:30,34.24,70.619,0.97,68.48
Mon 24 Oct 2011 14:00,33.2,68.556,0.97,66.4
Mon 24 Oct 2011 14:30,33.168,68.582,0.97,66.336
Mon 24 Oct 2011 15:00,34.624,71.348,0.97,69.248
Mon 24 Oct 2011 15:30,34.208,70.636,0.97,68.416
Mon 24 Oct 2011 16:00,33.6,69.483,0.97,67.2
Mon 24 Oct 2011 16:30,33.472,69.203,0.97,66.944
Mon 24 Oct 2011 17:00,33.024,68.402,0.97,66.048
Mon 24 Oct 2011 17:30,33.152,68.337,0.97,66.304
Mon 24 Oct 2011 18:00,33.056,68.127,0.97,66.112
Mon 24 Oct 2011 18:30,32.704,67.382,0.97,65.408
Mon 24 Oct 2011 19:00,33.472,69.098,0.97,66.944
Mon 24 Oct 2011 19:30,33.904,69.928,0.97,67.808
Mon 24 Oct 2011 20:00,33.328,68.709,0.97,66.656
Mon 24 Oct 2011 20:30,35.76,73.684,0.97,71.52
Mon 24 Oct 2011 21:00,31.776,64.194,0.99,63.552
Mon 24 Oct 2011 21:30,36.384,75.043,0.97,72.768
Mon 24 Oct 2011 22:00,30.768,62.109,0.99,61.536
Mon 24 Oct 2011 22:30,34.384,70.505,0.98,68.768
Mon 24 Oct 2011 23:00,28.656,57.492,1.00,57.312
Mon 24 Oct 2011 23:30,34.16,69.908,0.98,68.32
Tue 25 Oct 2011 00:00,27.216,54.627,1.00,54.432
Tue 25 Oct 2011 00:30,32.304,65.731,0.98,64.608
Tue 25 Oct 2011 01:00,25.696,51.451,1.00,51.392
Tue 25 Oct 2011 01:30,30.64,62.162,0.99,61.28
Tue 25 Oct 2011 02:00,24.048,48.2,1.00,48.096
Tue 25 Oct 2011 02:30,26.64,53.849,0.99,53.28
Tue 25 Oct 2011 03:00,23.968,48.169,1.00,47.936
Tue 25 Oct 2011 03:30,26.224,52.853,0.99,52.448
Tue 25 Oct 2011 04:00,25.168,50.71,0.99,50.336
Tue 25 Oct 2011 04:30,24.864,50.032,0.99,49.728
Tue 25 Oct 2011 05:00,26.08,52.624,0.99,52.16
Tue 25 Oct 2011 05:30,27.264,54.707,1.00,54.528
Tue 25 Oct 2011 06:00,30.096,60.8,0.99,60.192
Tue 25 Oct 2011 06:30,26.128,52.358,1.00,52.256
Tue 25 Oct 2011 07:00,29.696,60.173,0.99,59.392
Tue 25 Oct 2011 07:30,24.832,49.789,1.00,49.664
Tue 25 Oct 2011 08:00,29.008,58.728,0.99,58.016
Tue 25 Oct 2011 08:30,31.472,63.384,0.99,62.944
Tue 25 Oct 2011 09:00,39.36,79.914,0.99,78.72
Tue 25 Oct 2011 09:30,42.752,87.072,0.98,85.504
Tue 25 Oct 2011 10:00,41.664,84.569,0.99,83.328
Tue 25 Oct 2011 10:30,45.696,93.108,0.98,91.392
Tue 25 Oct 2011 11:00,40.992,83.318,0.98,81.984
Tue 25 Oct 2011 11:30,44.768,92.023,0.97,89.536
Tue 25 Oct 2011 12:00,44.,89.65,0.98,88.
Tue 25 Oct 2011 12:30,47.472,98.097,0.97,94.944
Tue 25 Oct 2011 13:00,46.16,94.269,0.98,92.32
Tue 25 Oct 2011 13:30,54.832,113.358,0.97,109.664
Tue 25 Oct 2011 14:00,49.952,101.861,0.98,99.904
Tue 25 Oct 2011 14:30,51.04,104.55,0.98,102.08
Tue 25 Oct 2011 15:00,48.656,99.411,0.98,97.312
Tue 25 Oct 2011 15:30,48.16,98.368,0.98,96.32
Tue 25 Oct 2011 16:00,48.16,98.128,0.98,96.32
Tue 25 Oct 2011 16:30,44.576,91.156,0.98,89.152
Tue 25 Oct 2011 17:00,43.504,88.695,0.98,87.008
Tue 25 Oct 2011 17:30,42.768,87.493,0.98,85.536
Tue 25 Oct 2011 18:00,36.816,74.508,0.99,73.632
Tue 25 Oct 2011 18:30,39.392,80.399,0.98,78.784
Tue 25 Oct 2011 19:00,35.344,71.468,0.99,70.688
Tue 25 Oct 2011 19:30,40.16,81.861,0.98,80.32
Tue 25 Oct 2011 20:00,35.984,72.496,0.99,71.968
Tue 25 Oct 2011 20:30,39.312,80.197,0.98,78.624
Tue 25 Oct 2011 21:00,34.608,69.557,1.00,69.216
Tue 25 Oct 2011 21:30,37.968,77.23,0.98,75.936
Tue 25 Oct 2011 22:00,30.864,61.845,1.00,61.728
Tue 25 Oct 2011 22:30,33.232,67.234,0.99,66.464
Tue 25 Oct 2011 23:00,29.84,59.913,1.00,59.68
Tue 25 Oct 2011 23:30,31.072,62.641,0.99,62.144
Wed 26 Oct 2011 00:00,29.264,58.817,1.00,58.528
Wed 26 Oct 2011 00:30,29.328,58.935,1.00,58.656
Wed 26 Oct 2011 01:00,29.312,59.049,0.99,58.624
Wed 26 Oct 2011 01:30,30.688,61.867,0.99,61.376
Wed 26 Oct 2011 02:00,27.072,54.356,1.00,54.144
Wed 26 Oct 2011 02:30,29.696,60.013,0.99,59.392
Wed 26 Oct 2011 03:00,25.072,50.221,1.00,50.144
Wed 26 Oct 2011 03:30,31.136,63.013,0.99,62.272
Wed 26 Oct 2011 04:00,24.64,49.359,1.00,49.28
Wed 26 Oct 2011 04:30,28.848,58.235,0.99,57.696
Wed 26 Oct 2011 05:00,26.688,53.633,1.00,53.376
Wed 26 Oct 2011 05:30,31.216,62.779,0.99,62.432
Wed 26 Oct 2011 06:00,30.544,61.481,0.99,61.088
Wed 26 Oct 2011 06:30,28.912,58.018,1.00,57.824
Wed 26 Oct 2011 07:00,29.408,59.362,0.99,58.816
Wed 26 Oct 2011 07:30,26.32,52.753,1.00,52.64
Wed 26 Oct 2011 08:00,34.,69.018,0.99,68.
Wed 26 Oct 2011 08:30,28.992,58.26,1.00,57.984
Wed 26 Oct 2011 09:00,46.096,95.225,0.97,92.192
Wed 26 Oct 2011 09:30,44.08,89.277,0.99,88.16
Wed 26 Oct 2011 10:00,46.112,94.188,0.98,92.224
Wed 26 Oct 2011 10:30,42.72,86.661,0.99,85.44
Wed 26 Oct 2011 11:00,45.936,94.141,0.98,91.872
Wed 26 Oct 2011 11:30,45.152,92.417,0.98,90.304
Wed 26 Oct 2011 12:00,48.192,99.775,0.97,96.384
Wed 26 Oct 2011 12:30,44.288,90.339,0.98,88.576
Wed 26 Oct 2011 13:00,46.208,95.711,0.97,92.416
Wed 26 Oct 2011 13:30,43.392,88.608,0.98,86.784
Wed 26 Oct 2011 14:00,47.904,99.261,0.97,95.808
Wed 26 Oct 2011 14:30,41.76,85.045,0.98,83.52
Wed 26 Oct 2011 15:00,47.376,98.158,0.97,94.752
Wed 26 Oct 2011 15:30,49.472,102.522,0.97,98.944
Wed 26 Oct 2011 16:00,43.088,87.942,0.98,86.176
Wed 26 Oct 2011 16:30,47.344,97.914,0.97,94.688
Wed 26 Oct 2011 17:00,40.528,82.21,0.99,81.056
Wed 26 Oct 2011 17:30,40.688,83.984,0.97,81.376
Wed 26 Oct 2011 18:00,32.832,66.39,0.99,65.664
Wed 26 Oct 2011 18:30,35.728,73.31,0.97,71.456
Wed 26 Oct 2011 19:00,28.256,56.835,0.99,56.512
Wed 26 Oct 2011 19:30,35.088,71.872,0.98,70.176
Wed 26 Oct 2011 20:00,29.6,59.515,0.99,59.2
Wed 26 Oct 2011 20:30,33.696,68.573,0.98,67.392
Wed 26 Oct 2011 21:00,32.176,64.832,0.99,64.352
Wed 26 Oct 2011 21:30,33.872,68.782,0.98,67.744
Wed 26 Oct 2011 22:00,32.336,65.468,0.99,64.672
Wed 26 Oct 2011 22:30,31.792,64.272,0.99,63.584
Wed 26 Oct 2011 23:00,29.856,60.362,0.99,59.712
Wed 26 Oct 2011 23:30,27.408,55.149,0.99,54.816
Thu 27 Oct 2011 00:00,30.144,60.974,0.99,60.288
Thu 27 Oct 2011 00:30,25.088,50.44,0.99,50.176
Thu 27 Oct 2011 01:00,29.68,60.061,0.99,59.36
Thu 27 Oct 2011 01:30,25.392,51.068,0.99,50.784
Thu 27 Oct 2011 02:00,28.,56.551,0.99,56.
Thu 27 Oct 2011 02:30,27.296,55.016,0.99,54.592
Thu 27 Oct 2011 03:00,25.248,50.846,0.99,50.496
Thu 27 Oct 2011 03:30,27.28,55.076,0.99,54.56
Thu 27 Oct 2011 04:00,23.536,47.306,1.00,47.072
Thu 27 Oct 2011 04:30,29.072,58.732,0.99,58.144
Thu 27 Oct 2011 05:00,23.488,47.258,0.99,46.976
Thu 27 Oct 2011 05:30,31.776,64.128,0.99,63.552
Thu 27 Oct 2011 06:00,28.144,56.622,0.99,56.288
Thu 27 Oct 2011 06:30,31.136,62.721,0.99,62.272
Thu 27 Oct 2011 07:00,28.192,56.905,0.99,56.384
Thu 27 Oct 2011 07:30,26.576,53.583,0.99,53.152
Thu 27 Oct 2011 08:00,32.464,65.786,0.99,64.928
Thu 27 Oct 2011 08:30,30.512,61.23,1.00,61.024
Thu 27 Oct 2011 09:00,40.448,82.457,0.98,80.896
Thu 27 Oct 2011 09:30,45.776,93.878,0.98,91.552
Thu 27 Oct 2011 10:00,54.112,113.502,0.95,108.224
Thu 27 Oct 2011 10:30,45.728,93.57,0.98,91.456
Thu 27 Oct 2011 11:00,50.64,105.357,0.96,101.28
Thu 27 Oct 2011 11:30,43.952,89.389,0.98,87.904
Thu 27 Oct 2011 12:00,56.848,117.062,0.97,113.696
Thu 27 Oct 2011 12:30,57.488,117.764,0.98,114.976
Thu 27 Oct 2011 13:00,59.504,123.669,0.96,119.008
Thu 27 Oct 2011 13:30,47.504,97.845,0.97,95.008
Thu 27 Oct 2011 14:00,46.848,96.329,0.97,93.696
Thu 27 Oct 2011 14:30,47.248,97.919,0.97,94.496
Thu 27 Oct 2011 15:00,46.4,96.438,0.96,92.8
Thu 27 Oct 2011 15:30,46.128,95.854,0.96,92.256
Thu 27 Oct 2011 16:00,46.416,96.28,0.96,92.832
Thu 27 Oct 2011 16:30,45.808,95.186,0.96,91.616
Thu 27 Oct 2011 17:00,44.608,92.556,0.96,89.216
Thu 27 Oct 2011 17:30,43.056,89.394,0.96,86.112
Thu 27 Oct 2011 18:00,41.536,85.778,0.97,83.072
Thu 27 Oct 2011 18:30,40.016,82.207,0.97,80.032
Thu 27 Oct 2011 19:00,33.104,66.803,0.99,66.208
Thu 27 Oct 2011 19:30,37.984,78.075,0.97,75.968
Thu 27 Oct 2011 20:00,31.904,64.443,0.99,63.808
Thu 27 Oct 2011 20:30,37.6,77.254,0.97,75.2
Thu 27 Oct 2011 21:00,33.808,67.998,0.99,67.616
Thu 27 Oct 2011 21:30,38.096,77.974,0.98,76.192
Thu 27 Oct 2011 22:00,32.88,66.139,0.99,65.76
Thu 27 Oct 2011 22:30,35.824,72.898,0.98,71.648
Thu 27 Oct 2011 23:00,31.168,62.607,1.00,62.336
Thu 27 Oct 2011 23:30,32.96,66.701,0.99,65.92
Fri 28 Oct 2011 00:00,31.344,63.205,0.99,62.688
Fri 28 Oct 2011 00:30,30.704,61.844,0.99,61.408
Fri 28 Oct 2011 01:00,30.768,61.99,0.99,61.536
Fri 28 Oct 2011 01:30,28.304,57.017,0.99,56.608
Fri 28 Oct 2011 02:00,28.96,58.47,0.99,57.92
Fri 28 Oct 2011 02:30,26.88,54.068,0.99,53.76
Fri 28 Oct 2011 03:00,30.944,62.493,0.99,61.888
Fri 28 Oct 2011 03:30,26.896,53.995,1.00,53.792
Fri 28 Oct 2011 04:00,31.104,62.878,0.99,62.208
Fri 28 Oct 2011 04:30,24.752,49.663,1.00,49.504
Fri 28 Oct 2011 05:00,29.552,59.643,0.99,59.104
Fri 28 Oct 2011 05:30,27.664,55.496,1.00,55.328
Fri 28 Oct 2011 06:00,31.12,62.756,0.99,62.24
Fri 28 Oct 2011 06:30,28.96,58.193,1.00,57.92
Fri 28 Oct 2011 07:00,29.936,60.456,0.99,59.872
Fri 28 Oct 2011 07:30,28.192,56.814,0.99,56.384
Fri 28 Oct 2011 08:00,27.92,56.12,1.00,55.84
Fri 28 Oct 2011 08:30,31.968,64.813,0.99,63.936
Fri 28 Oct 2011 09:00,35.536,71.554,0.99,71.072
Fri 28 Oct 2011 09:30,47.632,99.662,0.96,95.264
Fri 28 Oct 2011 10:00,50.336,104.693,0.96,100.672
Fri 28 Oct 2011 10:30,56.256,118.457,0.95,112.512
Fri 28 Oct 2011 11:00,45.088,92.742,0.97,90.176
Fri 28 Oct 2011 11:30,49.6,102.794,0.97,99.2
Fri 28 Oct 2011 12:00,47.104,96.739,0.97,94.208
Fri 28 Oct 2011 12:30,59.84,126.99,0.94,119.68
Fri 28 Oct 2011 13:00,53.536,111.374,0.96,107.072
Fri 28 Oct 2011 13:30,61.712,129.616,0.95,123.424
Fri 28 Oct 2011 14:00,57.104,118.07,0.97,114.208
Fri 28 Oct 2011 14:30,60.112,126.091,0.95,120.224
Fri 28 Oct 2011 15:00,54.416,113.448,0.96,108.832
Fri 28 Oct 2011 15:30,48.432,101.22,0.96,96.864
